customer_id,timestamp,message_1,message_2,message_3,status
C18195,2025-03-16T05:19:55.458823,Can I get a refund?,How do I contact support?,"My account was locked, what should I do?",unresolved
C20782,2025-03-07T06:49:55.458823,The app is not working.,I need help with my order.,The website is too slow.,pending
C42642,2025-03-21T18:59:55.458823,The app is not working.,I received the wrong item.,I need help with my order.,unresolved
C28377,2025-03-07T13:46:55.458823,"My account was locked, what should I do?",How do I reset my password?,"My account was locked, what should I do?",resolved
C27866,2025-02-27T17:44:55.458823,"My account was locked, what should I do?",I need help with my order.,I received the wrong item.,unresolved
C54898,2025-02-27T08:09:55.458823,How do I contact support?,How do I reset my password?,How do I contact support?,unresolved
C62201,2025-02-28T07:39:55.458823,I need help with my order.,"My account was locked, what should I do?",How do I contact support?,unresolved
C70510,2025-02-24T19:40:55.458823,How do I reset my password?,How do I contact support?,The website is too slow.,pending
C48387,2025-02-28T07:40:55.458823,How do I reset my password?,I need help with my order.,Can I get a refund?,pending
C88939,2025-03-01T17:53:55.458823,Can I get a refund?,Can I get a refund?,Can I get a refund?,unresolved
